"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1374","Validate_Created_for_Valid_Details","API Automation Suite","2026-08-18","passed","2026-08-18","com.cheq.application.tests.contactlist.usermanagement.ParameterizedSignupTest","API Test Suite","com.cheq.application.tests.contactlist.usermanagement.ParameterizedSignupTest","testParameterizedUserSignup"
"","2714","Validate successful creation of Transactions Public Token","API Automation Suite","2026-08-18","passed","2026-08-18","com.cheq.application.tests.plaid.transactions.CreateTransactionsPublicTokenTest","API Test Suite","com.cheq.application.tests.plaid.transactions.CreateTransactionsPublicTokenTest","testCreateTransactionsPublicTokenSuccessfully"
"","4286","Verify that API rejects an invalid or expired authentication token","API Automation Suite","2026-08-18","passed","2026-08-18","com.cheq.application.tests.contactlist.authentication.InvalidTokenTest","API Test Suite","com.cheq.application.tests.contactlist.authentication.InvalidTokenTest","invalidTokenTest"
"","1329","Validate Successful User logged in","API Automation Suite","2026-08-18","passed","2026-08-18","com.cheq.application.tests.contactlist.authentication.LoginSuccessfulTest","API Test Suite","com.cheq.application.tests.contactlist.authentication.LoginSuccessfulTest","testSuccessfulUserLogin"
"","4","Validate No Replay Back for Create User","API Automation Suite","2026-08-18","broken","2026-08-18","com.cheq.application.tests.contactlist.usermanagement.ConcurrentAddUserTest","API Test Suite","com.cheq.application.tests.contactlist.usermanagement.ConcurrentAddUserTest","testConcurrentRequests"
"","2483","Validate_Bad_Request_error_for_Empty_FirstName","API Automation Suite","2026-08-18","passed","2026-08-18","com.cheq.application.tests.contactlist.contactmanagement.ParameterizedAddContactTest","API Test Suite","com.cheq.application.tests.contactlist.contactmanagement.ParameterizedAddContactTest","testParameterizedAddContact"
"","2374","Validate Successful delete user","API Automation Suite","2026-08-18","passed","2026-08-18","com.cheq.application.tests.contactlist.usermanagement.DeleteUserTest","API Test Suite","com.cheq.application.tests.contactlist.usermanagement.DeleteUserTest","testDeleteUser"
"","2737","Validate Successful update user","API Automation Suite","2026-08-18","passed","2026-08-18","com.cheq.application.tests.contactlist.usermanagement.UpdateUserTests","API Test Suite","com.cheq.application.tests.contactlist.usermanagement.UpdateUserTests","testUpdateUser"
"","2642","Validate_Created_for_Valid_Contact_Details","API Automation Suite","2026-08-18","passed","2026-08-18","com.cheq.application.tests.contactlist.contactmanagement.ParameterizedAddContactTest","API Test Suite","com.cheq.application.tests.contactlist.contactmanagement.ParameterizedAddContactTest","testParameterizedAddContact"
"","466","Verify HTTP requests are redirected to HTTPS","API Automation Suite","2026-08-18","failed","2026-08-18","com.cheq.application.tests.contactlist.security.TlsSecurityTest","API Test Suite","com.cheq.application.tests.contactlist.security.TlsSecurityTest","testHttpEnforcement"
"","1250","Validate_Bad_Request_error_for_Duplicate_Email","API Automation Suite","2026-08-18","passed","2026-08-18","com.cheq.application.tests.contactlist.authentication.ParameterizedLoginTest","API Test Suite","com.cheq.application.tests.contactlist.authentication.ParameterizedLoginTest","testParameterizedLogin"
"","1374","Validate_Bad_Request_error_for_Empty_FirstName","API Automation Suite","2026-08-18","passed","2026-08-18","com.cheq.application.tests.contactlist.authentication.ParameterizedLoginTest","API Test Suite","com.cheq.application.tests.contactlist.authentication.ParameterizedLoginTest","testParameterizedLogin"
"","1188","Validate_Bad_Request_error_for_Empty_LastName","API Automation Suite","2026-08-18","passed","2026-08-18","com.cheq.application.tests.contactlist.authentication.ParameterizedLoginTest","API Test Suite","com.cheq.application.tests.contactlist.authentication.ParameterizedLoginTest","testParameterizedLogin"
"","273","Verify TLS 1.0 connections are rejected","API Automation Suite","2026-08-18","passed","2026-08-18","com.cheq.application.tests.contactlist.security.TlsSecurityTest","API Test Suite","com.cheq.application.tests.contactlist.security.TlsSecurityTest","testTls10IsRejected"
"","10076","Validate Successful Add Multiple Contact","API Automation Suite","2026-08-18","passed","2026-08-18","com.cheq.application.tests.contactlist.contactmanagement.AddMultipleContactTest","API Test Suite","com.cheq.application.tests.contactlist.contactmanagement.AddMultipleContactTest","testAddMultipleContactSuccessfully"
"","3610","Validate Successful Read Contact","API Automation Suite","2026-08-18","passed","2026-08-18","com.cheq.application.tests.contactlist.contactmanagement.ReadContactTest","API Test Suite","com.cheq.application.tests.contactlist.contactmanagement.ReadContactTest","testReadContactSuccessfully"
"","2976","Validate Successful read user","API Automation Suite","2026-08-18","passed","2026-08-18","com.cheq.application.tests.contactlist.usermanagement.ReadUserTest","API Test Suite","com.cheq.application.tests.contactlist.usermanagement.ReadUserTest","testReadUser"
"","3073","Validate successful creation of Public Token","API Automation Suite","2026-08-18","passed","2026-08-18","com.cheq.application.tests.plaid.auth.CreatePublicTokenTest","API Test Suite","com.cheq.application.tests.plaid.auth.CreatePublicTokenTest","testCreatePublicTokenSuccessfully"
"","1431","Validate_Created_for_Valid_Details","API Automation Suite","2026-08-18","passed","2026-08-18","com.cheq.application.tests.contactlist.authentication.ParameterizedLoginTest","API Test Suite","com.cheq.application.tests.contactlist.authentication.ParameterizedLoginTest","testParameterizedLogin"
"","2391","Validate_Bad_Request_error_for_Invalid_Date_Format","API Automation Suite","2026-08-18","passed","2026-08-18","com.cheq.application.tests.contactlist.contactmanagement.ParameterizedAddContactTest","API Test Suite","com.cheq.application.tests.contactlist.contactmanagement.ParameterizedAddContactTest","testParameterizedAddContact"
"","1260","Validate Successful user creation","API Automation Suite","2026-08-18","passed","2026-08-18","com.cheq.application.tests.contactlist.usermanagement.CreateUserTests","API Test Suite","com.cheq.application.tests.contactlist.usermanagement.CreateUserTests","testSuccessfulUserSignup"
"","1133","Validate_Bad_Request_error_for_Empty_LastName","API Automation Suite","2026-08-18","passed","2026-08-18","com.cheq.application.tests.contactlist.usermanagement.ParameterizedSignupTest","API Test Suite","com.cheq.application.tests.contactlist.usermanagement.ParameterizedSignupTest","testParameterizedUserSignup"
"","1212","Validate_Bad_Request_error_for_Invalid_Email_Format","API Automation Suite","2026-08-18","passed","2026-08-18","com.cheq.application.tests.contactlist.authentication.ParameterizedLoginTest","API Test Suite","com.cheq.application.tests.contactlist.authentication.ParameterizedLoginTest","testParameterizedLogin"
"","1385","Validate No Replay Back for Add Contact","API Automation Suite","2026-08-18","broken","2026-08-18","com.cheq.application.tests.contactlist.contactmanagement.ConcurrentAddContactTest","API Test Suite","com.cheq.application.tests.contactlist.contactmanagement.ConcurrentAddContactTest","testConcurrentRequests"
"","3886","Validate Successful Delete Contact","API Automation Suite","2026-08-18","passed","2026-08-18","com.cheq.application.tests.contactlist.contactmanagement.DeleteContactTest","API Test Suite","com.cheq.application.tests.contactlist.contactmanagement.DeleteContactTest","testDeleteContactSuccessfully"
"","2611","Validate Successful Add Contact","API Automation Suite","2026-08-18","passed","2026-08-18","com.cheq.application.tests.contactlist.contactmanagement.CreateContactTest","API Test Suite","com.cheq.application.tests.contactlist.contactmanagement.CreateContactTest","testAddContactSuccessfully"
"","2404","Validate_Bad_Request_error_for_Empty_LastName","API Automation Suite","2026-08-18","passed","2026-08-18","com.cheq.application.tests.contactlist.contactmanagement.ParameterizedAddContactTest","API Test Suite","com.cheq.application.tests.contactlist.contactmanagement.ParameterizedAddContactTest","testParameterizedAddContact"
"","2399","Validate Successful User Logged out","API Automation Suite","2026-08-18","passed","2026-08-18","com.cheq.application.tests.contactlist.authentication.LogoutSuccessfulTest","API Test Suite","com.cheq.application.tests.contactlist.authentication.LogoutSuccessfulTest","testSuccessfulUserLogout"
"","1140","Validate_Bad_Request_error_for_Empty_FirstName","API Automation Suite","2026-08-18","passed","2026-08-18","com.cheq.application.tests.contactlist.usermanagement.ParameterizedSignupTest","API Test Suite","com.cheq.application.tests.contactlist.usermanagement.ParameterizedSignupTest","testParameterizedUserSignup"
"","1378","Validate successful creation of Hosted Link Token","API Automation Suite","2026-08-18","passed","2026-08-18","com.cheq.application.tests.plaid.linktoken.CreateHostedLinkTokenTest","API Test Suite","com.cheq.application.tests.plaid.linktoken.CreateHostedLinkTokenTest","testCreateHostedLinkTokenSuccessfully"
"","3952","Validate Successful Update Contact","API Automation Suite","2026-08-18","passed","2026-08-18","com.cheq.application.tests.contactlist.contactmanagement.UpdateContactTest","API Test Suite","com.cheq.application.tests.contactlist.contactmanagement.UpdateContactTest","testUpdateContactSuccessfully"
"","1185","Verify TLS 1.2 connections are accepted","API Automation Suite","2026-08-18","passed","2026-08-18","com.cheq.application.tests.contactlist.security.TlsSecurityTest","API Test Suite","com.cheq.application.tests.contactlist.security.TlsSecurityTest","testTls12IsAccepted"
"","3264","Validate successful creation of Processor Token","API Automation Suite","2026-08-18","passed","2026-08-18","com.cheq.application.tests.plaid.auth.CreateProcessorTokenTest","API Test Suite","com.cheq.application.tests.plaid.auth.CreateProcessorTokenTest","testCreateProcessorTokenSuccessfully"
"","1270","Validate Successful Link Token Creation","API Automation Suite","2026-08-18","passed","2026-08-18","com.cheq.application.tests.plaid.linktoken.CreateLinkTokenTest","API Test Suite","com.cheq.application.tests.plaid.linktoken.CreateLinkTokenTest","testCreateLinkTokenSuccessfully"
"","1136","Validate_Bad_Request_error_for_Short_Password","API Automation Suite","2026-08-18","passed","2026-08-18","com.cheq.application.tests.contactlist.usermanagement.ParameterizedSignupTest","API Test Suite","com.cheq.application.tests.contactlist.usermanagement.ParameterizedSignupTest","testParameterizedUserSignup"
"","1164","Validate_Bad_Request_error_for_Empty_Password","API Automation Suite","2026-08-18","passed","2026-08-18","com.cheq.application.tests.contactlist.usermanagement.ParameterizedSignupTest","API Test Suite","com.cheq.application.tests.contactlist.usermanagement.ParameterizedSignupTest","testParameterizedUserSignup"
